viReference,viCodeInsee,viCodePostal,viVille,viLambertX,viLambertY
21159,57035,57810,Assenoncourt,979175,6858930
21160,57036,57170,Attilloncourt,948291,6858637
21161,57037,57580,Aube,943449,6886257
21162,57038,57390,Audun-le-tiche,913853,6934062
21163,57039,57176,Augny,927929,6890075
21164,57040,57590,Aulnois-sur-seille,943466,6868449
21165,57041,57710,Aumetz,912611,6928449
21166,57042,57810,Avricourt,979817,6845603
21167,57043,57300,Ay-sur-moselle,932959,6910313
21168,57044,57810,Azoudange,980859,6854558
21169,57045,57590,Bacourt,950506,6875428
21170,57046,57230,Baerenthal,1030683,6885029
21171,57047,57690,Bambiderstroff,961361,6894834
21172,57048,57220,Bannay,953189,6897808
21173,57049,57050,Le Ban-st-martin,929897,6895718
21174,57050,57830,Barchain,992046,6851771
21175,57051,57340,Baronville,963681,6876014
21176,57053,57260,Bassing,978640,6870036
21177,57054,57580,Baudrecourt,952508,6879967
21178,57055,57530,Bazoncourt,946276,6888603
21179,57056,57830,Bébing,994251,6851882
21180,57057,57580,Béchy,947340,6880857
21181,57058,57460,Behren-lès-forbach,987962,6903897
21182,57059,57340,Bellange,962369,6872614
21183,57060,57670,Bénestroff,974713,6875414
21184,57061,57800,Béning-lès-st-avold,979437,6899023
21185,57062,57570,Berg-sur-moselle,940848,6930681
21186,57063,57660,Bérig-vintrange,970792,6880795
21187,57064,57370,Berling,1012026,6863945
21188,57065,57340,Bermering,971001,6876352
21189,57066,57930,Berthelming,993575,6865208
21190,57067,57310,Bertrange,931279,6915812
21191,57069,57550,Berviller-en-moselle,965594,6913956
21192,57070,57220,Bettange,953428,6908953
21193,57071,57930,Bettborn,995155,6863061
21194,57072,57640,Bettelainville,940327,6908390
21195,57073,57800,Betting-lès-st-avold,978761,6897876
21196,57074,57410,Bettviller,1012539,6895156
21197,57075,57580,Beux,942858,6882892
21198,57076,57570,Beyren-lès-sierck,937763,6935006
21199,57077,57630,Bezange-la-petite,966165,6853865
21200,57079,57320,Bibiche,952938,6920066
21201,57080,57370,Bickenholtz,1006158,6863632
21202,57081,57260,Bidestroff,977281,6867744
21203,57082,57660,Biding,976217,6889959
21204,57083,57410,Bining,1010650,6889485
21205,57084,57170,Bioncourt,947557,6858606
21206,57085,57220,Bionville-sur-nied,954065,6894507
21207,57087,57220,Bisten-en-lorraine,962465,6902678
21208,57088,57660,Bistroff,972098,6884197
21209,57089,57230,Bitche,1023669,6892429
21210,57090,57260,Blanche-eglise,969477,6861810
21211,57091,57200,Bliesbruck,1005009,6899207
21212,57092,57200,Blies-ebersing,1002822,6899092
21213,57093,57200,Blies-guersviller,997546,6902158
21214,57095,57220,Boucheporn,962566,6900455
21215,57096,57113,Boulange,914227,6924056
21216,57097,57220,Boulay-moselle,955130,6903461
21217,57098,57260,Bourgaltroff,974977,6869861
21218,57099,57810,Bourdonnay,973564,6853097
21219,57100,57370,Bourscheid,1007068,6860340
21220,57101,57460,Bousbach,988073,6901676
21221,57102,57310,Bousse,932823,6913647
21222,57103,57230,Bousseviller,1026148,6900366
21223,57104,57570,Boust,930697,6930263
21224,57105,57380,Boustroff,965520,6883890
21225,57106,57320,Bouzonville,956719,6916893
21226,57107,57340,Bréhain,958607,6874671
21227,57108,57720,Breidenbach,1022441,6901271
21228,57109,57570,Breistroff-la-grande,933507,6932604
21229,57110,57320,Brettnach,959877,6911468
21230,57111,57159,Bronvaux,924444,6904408
21231,57112,57220,Brouck,956835,6897970
21232,57113,57116,Brouderdorff,1001600,6852260
21233,57114,57119,Brouviller,1004866,6860224
21234,57115,57340,Brulange,959822,6880291
21235,57116,57420,Buchy,940026,6880548
21236,57117,57920,Buding,941315,6919565
21237,57118,57110,Budling,943400,6921880
21238,57119,57400,Buhl-lorraine,1000016,6854404
21239,57121,57220,Burtoncourt,949109,6907650
21240,57122,57450,Cappel,981220,6892428
21241,57123,57490,Carling,971207,6903083
21242,57124,57570,Cattenom,935818,6929358
21243,57125,57365,Chailly-lès-ennery,935369,6904845
21244,57126,57170,Chambrey,954899,6858924
21245,57127,57580,Chanville,950658,6888792
21246,57128,57220,Charleville-sous-bois,949302,6903205
21247,57129,57640,Charly-oradour,936963,6901571
21248,57130,57340,Château-bréhain,957974,6872417
21249,57131,57320,Château-rouge,961907,6914901
21250,57132,57170,Château-salins,956904,6863465
21251,57133,57170,Château-voué,965553,6867194
21252,57134,57160,Châtel-st-germain,924791,6895517
21253,57135,57380,Chémery,961865,6883723
21254,57136,57320,Chémery-les-deux,949451,6916573
21255,57137,57420,Cheminot,929276,6874547
21256,57138,57580,Chenois,956165,6880128
21257,57139,57420,Chérisey,936188,6884842
21258,57140,57245,Chesny,937512,6888235
21259,57141,57590,Chicourt,956411,6874573
21260,57142,57070,Chieulles,935505,6901511
21261,57143,57120,Clouange,925595,6912246
21262,57144,57800,Cocheren,980786,6901315
21263,57145,57530,Coincy,939472,6893882
21264,57146,57420,Coin-lès-cuvry,930296,6885717
21265,57147,57420,Coin-sur-seille,931892,6882442
21266,57148,57530,Colligny,943120,6894035
21267,57149,57320,Colmen,956470,6922450
21268,57150,57220,Condé-northen,950079,6902126
21269,57151,57340,Conthil,967495,6872849
21270,57152,57480,Contz-les-bains,942928,6932996
21271,57153,57680,Corny-sur-moselle,924451,6885486
21272,57154,57220,Coume,960128,6905912
21273,57155,57530,Courcelles-chaussy,948132,6896475
21274,57156,57530,Courcelles-sur-nied,941071,6890609
21275,57158,57590,Craincourt,943419,6869560
21276,57159,57690,Créhange,961613,6889278
21277,57161,57260,Cutting,980946,6867921
21278,57162,57420,Cuvry,931758,6885775
21279,57163,57850,Dabo,1011452,6847213
21280,57165,57550,Dalem,962161,6909344
21281,57166,57340,Dalhain,960272,6870293
21282,57167,57320,Dalstein,947270,6916478
21283,57168,57370,Danne-et-quatre-vents,1015875,6860813
21284,57169,57820,Dannelbourg,1010976,6856095
21285,57170,57170,Dédeling,965553,6867194
21286,57171,57590,Delme,949281,6869809
21287,57172,57220,Denting,957216,6905781
21288,57173,57930,Desseling,981324,6860147
21289,57174,57340,Destry,962117,6878169
21290,57175,57830,Diane-capelle,988940,6854955
21291,57176,57980,Diebling,986782,6898270
21292,57177,57260,Dieuze,973041,6864203
21293,57178,57660,Diffembach-lès-hellimer,980138,6884581
21294,57179,57134,Distroff,937683,6919414
21295,57180,57400,Dolving,995325,6859730
21296,57182,57590,Donjeux,949281,6869809
21297,57183,57810,Donnelay,970469,6856291
21298,57184,57130,Dornot,922903,6887652
21299,57186,57320,Ebersviller,947366,6914256
21300,57187,57220,Eblange,953477,6907841
21301,57188,57230,Eguelshardt,1028968,6889387
21302,57189,57340,Eincheville,963428,6881568
21303,57190,57690,Elvange,959322,6891401
21304,57191,57110,Elzange,938225,6923890
21305,57192,57410,Enchenberg,1016553,6888692
21306,57193,57365,Ennery,934550,6907038
21307,57194,57330,Entrange,924940,6928920
21308,57196,57136,Erching,1011569,6899558
21309,57197,57510,Ernestviller,989978,6892862
21310,57198,57660,Erstroff,975859,6882149
21311,57199,57330,Escherange,922764,6928835
21312,57200,57530,Les Etangs,946531,6899746
21313,57201,57410,Etting,1005538,6889212
21314,57202,57460,Etzling,989363,6905081
21315,57203,57570,Evrange,931832,6938103
21316,57204,57640,Failly,938512,6899408
21317,57205,57550,Falck,964344,6909444
21318,57206,57290,Fameck,926918,6915638
21319,57207,57450,Farébersviller,980949,6897983
21320,57208,57450,Farschviller,984704,6895940
21321,57209,57380,Faulquemont,963073,6889345
21322,57210,57930,Fénétrange,994872,6868614
21323,57211,57210,Fèves,927357,6904523
21324,57212,57420,Féy,926643,6885572
21325,57213,57320,Filstroff,958072,6919181
21326,57214,57570,Fixem,937223,6930529
21327,57215,57320,Flastroff,956371,6924673
21328,57216,57119,Fleisheim,1006275,6861412
21329,57217,57690,Flétrange,960782,6891467
21330,57218,57420,Fleury,933950,6885864
21331,57219,57365,Flévy,936688,6908239
21332,57220,57580,Flocourt,950313,6879872
21333,57221,57190,Florange,926786,6918972
21334,57222,57600,Folkling,984430,6901494
21335,57224,57730,Folschviller,968812,6891836
21336,57225,57590,Fonteny,954410,6870033
21337,57226,57650,Fontoy,917983,6920858
21338,57227,57600,Forbach,984265,6904827
21339,57228,57590,Fossieux,944293,6866258
21340,57229,57830,Foulcrey,985077,6843633
21341,57230,57220,Fouligny,955524,6894572
21342,57231,57420,Foville,943964,6874035
21343,57232,57670,Francaltroff,978105,6881143
21344,57233,57790,Fraquelfing,993173,6844036
21345,57234,57200,Frauenberg,1001305,6900126
21346,57235,57320,Freistroff,953183,6914509
21347,57236,57590,Frémery,954215,6874476
21348,57237,57660,Frémestroff,976377,6886627
21349,57238,57170,Fresnes-en-saulnois,951721,6864350
21350,57239,57660,Freybouse,975752,6884370
21351,57241,57810,Fribourg,982846,6859107
21352,57242,57175,Gandrange,927777,6912332
21353,57243,57100,Garche,932283,6926986
21354,57244,57820,Garrebourg,1011035,6854985
21355,57245,57570,Gavisse,937948,6930559
21356,57246,57260,Gelucourt,973302,6858650
21357,57247,57170,Gerbécourt,958222,6866862
21358,57248,57670,Givrycourt,987157,6876019
21359,57249,57530,Glatigny,942886,6899591
21360,57250,57620,Goetzenbruck,1020451,6884452
21361,57251,57420,Goin,935638,6880367
21362,57252,57220,Gomelange,952602,6911143
21363,57253,57142,Gondrexange,989216,6849403
21364,57254,57680,Gorze,919251,6887512
21365,57255,57930,Gosselming,993800,6860766
21366,57256,57130,Gravelotte,920414,6895348
21367,57257,57170,Grémecey,951132,6860986
21368,57258,57660,Gréning,981762,6881320
21369,57259,57480,Grindorff,955595,6925752
21370,57260,57520,Grosbliederstroff,993174,6901933
21371,57261,57410,Gros-réderching,1008222,6893809
21372,57262,57660,Grostenquin,972934,6882010
21373,57263,57510,Grundviller,990090,6890641
21374,57264,57510,Guebenhouse,988463,6893900
21375,57265,57260,Guébestroff,972988,6865314
21376,57266,57260,Guéblange-lès-dieuze,971834,6858581
21377,57267,57430,Le Val-de-guéblange,990537,6881755
21378,57268,57260,Guébling,973511,6869791
21379,57269,57310,Guénange,931279,6915812
21380,57271,57470,Guenviller,977410,6895584
21381,57272,57810,Guermange,979015,6862261
21382,57273,57320,Guerstling,960201,6920391
21383,57274,57880,Guerting,963871,6903855
21384,57275,57380,Guessling-hémering,966827,6887291
21385,57276,57690,Guinglange,957132,6891303
21386,57277,57220,Guinkirchen,951390,6905523
21387,57278,57670,Guinzeling,980785,6871253
21388,57279,57220,Guirlange,952749,6907809
21389,57280,57400,Guntzviller,1006628,6854750
21390,57281,57340,Haboudange,965400,6870526
21391,57282,57570,Hagen,929660,6938016
21392,57283,57300,Hagondange,930776,6910225
21393,57284,57690,Hallering,959072,6896957
21394,57285,57220,Halling-lès-boulay,956735,6900192
21395,57286,57480,Halstroff,952595,6927846
21396,57287,57110,Basse-ham,936001,6924911
21397,57288,57880,Ham-sous-varsberg,964600,6903889
21398,57289,57910,Hambach,994357,6893084
21399,57290,57170,Hampont,962722,6864839
21400,57291,57370,Hangviller,1010440,6866087
21401,57292,57590,Hannocourt,954312,6872255
21402,57293,57580,Han-sur-nied,950996,6881014
21403,57294,57230,Hanviller,1026274,6898145
21404,57295,57630,Haraucourt-sur-seille,964340,6861573
21405,57296,57550,Hargarten-aux-mines,962212,6908233
21406,57297,57340,Harprich,967136,6880625
21407,57298,57870,Harreberg,1006921,6849199
21408,57299,57870,Hartzviller,1000303,6848853
21409,57300,57850,Haselbourg,1009068,6850426
21410,57301,57230,Haspelschiedt,1027129,6895966
21411,57302,57790,Hattigny,992437,6843998
21412,57303,57210,Hauconcourt,931638,6906920
21413,57304,57400,Haut-clocher,993969,6857434
21414,57305,57650,Havange,917857,6924193
21415,57306,57700,Hayange,921701,6918774
21416,57307,57530,Hayes,945707,6901937
21417,57308,57430,Hazembourg,987612,6881609
21418,57309,57320,Heining-lès-bouzonville,960252,6919280
21419,57310,57930,Hellering-lès-fénétrange,998708,6865470
21420,57311,57660,Hellimer,979407,6884546
21421,57312,57220,Helstroff,953820,6900063
21422,57313,57690,Hémilly,955672,6891238
21423,57314,57830,Héming,990576,6851697
21424,57315,57820,Henridorff,1010241,6856055
21425,57316,57450,Henriville,981057,6895761
21426,57317,57119,Hérange,1006334,6860301
21427,57318,57790,Hermelange,995834,6849736
21428,57319,57580,Herny,954555,6883396
21429,57320,57830,Hertzing,990687,6849476
21430,57321,57400,Hesse,997926,6852070
21431,57322,57320,Hestroff,949596,6913239
21432,57323,57330,Hettange-grande,928655,6926840
21433,57324,57400,Hilbesheim,1001196,6860032
21434,57325,57510,Hilsprich,986605,6887126
21435,57326,57220,Hinckange,951487,6903301
21436,57328,57380,Holacourt,957628,6880193
21437,57329,57220,Holling,954686,6913462
21438,57330,57510,Holving,988908,6885014
21439,57331,57920,Hombourg-budange,942183,6916261
21440,57332,57470,Hombourg-haut,975062,6898812
21441,57333,57400,Hommarting,1005100,6855783
21442,57334,57870,Hommert,1007597,6850348
21443,57335,57670,Honskirch,991492,6877349
21444,57336,57490,L' Hôpital,971936,6903117
21445,57338,57720,Hottviller,1019166,6894405
21446,57339,57820,Hultehouse,1013974,6855143
21447,57340,57990,Hundling,990540,6896231
21448,57341,57480,Hunting,941620,6929600
21449,57342,57830,Ibigny,987175,6845962
21450,57343,57110,Illange,931145,6919146
21451,57344,57400,Imling,995607,6854178
21452,57345,57110,Inglange,939770,6921727
21453,57346,57670,Insming,983333,6879170
21454,57347,57670,Insviller,985912,6871504
21455,57348,57990,Ippling,991998,6896305
21456,57349,57590,Jallaucourt,949520,6864255
21457,57350,57130,Jouy-aux-arches,925008,6889960
21458,57351,57245,Jury,937420,6890458
21459,57352,57130,Jussy,924878,6893294
21460,57353,57630,Juvelize,968163,6858410
21461,57354,57590,Juville,945382,6875208
21462,57355,57410,Kalhausen,1003406,6887985
21463,57356,57330,Kanfen,924896,6930032
21464,57357,57430,Kappelkinger,986881,6881572
21465,57358,57920,Kédange-sur-canner,942089,6918484
21466,57359,57920,Kemplich,947127,6919813
21467,57360,57460,Kerbach,989419,6903971
21468,57361,57480,Kerling-lès-sierck,943164,6927438
21469,57362,57830,Kerprich-aux-bois,991878,6855102
21470,57363,57260,Kerprich-lès-dieuze,971574,6864134
21471,57364,57480,Kirsch-lès-sierck,946552,6933151
21472,57365,57480,Kirschnaumen,948968,6927687
21473,57366,57430,Kirviller,991380,6879571
21474,57368,57240,Knutange,920247,6918718
21475,57369,57100,Koeking,933734,6927045
21476,57370,57110,Koenigsmacker,938086,6927225
21477,57371,57480,Haute-kontz,940754,6932904
21478,57372,57110,Kuntzig,934686,6921517
21479,57373,57730,Lachambre,973868,6893188
21480,57374,57560,Lafrimbolle,996286,6840854
21481,57375,57810,Lagarde,972199,6850806
21482,57376,57410,Lambach,1019412,6889963
21483,57377,57830,Landange,992213,6848440
21484,57378,57530,Landonvillers,948084,6897586
21485,57379,57340,Landroff,964942,6880524
21486,57380,57790,Laneuveville-lès-lorquin,994532,6846331
21487,57381,57590,Laneuveville-en-saulnois,951528,6868794
21488,57382,57400,Langatte,992501,6857360
21489,57383,57810,Languimberg,984423,6856958
21490,57384,57660,Laning,975593,6887703
21491,57385,57530,Laquenexy,942484,6891782
21492,57386,57114,Laudrefang,965111,6892778
21493,57387,57480,Laumesfeld,950564,6924416
21494,57388,57480,Launstroff,953898,6931245
21495,57389,57660,Lelling,971836,6889751
21496,57390,57620,Lemberg,1020328,6886673
21497,57391,57590,Lemoncourt,949329,6868699
21498,57392,57580,Lemud,946371,6886381
21499,57393,57720,Lengelsheim,1022628,6897940
21500,57394,57670,Léning,978212,6878922
21501,57395,57580,Lesse,957628,6880193
21502,57396,57160,Lessy,926250,6895574
21503,57397,57810,Ley,968369,6853967
21504,57398,57660,Leyviller,979976,6887914
21505,57399,57630,Lezey,966797,6856121
21506,57401,57340,Lidrezing,971261,6870798
21507,57402,57230,Liederschiedt,1028334,6900490
21508,57403,57420,Liéhon,937741,6882679
21509,57404,57260,Lindre-basse,975346,6862086
21510,57405,57260,Lindre-haute,975241,6864307
21511,57406,57590,Liocourt,945523,6871875
21512,57407,57119,Lixheim,1003340,6861257
21513,57408,57520,Lixing-lès-rouhling,991717,6901859
21514,57409,57660,Lixing-lès-st-avold,974132,6887633
21515,57410,57670,Lhor,983715,6871396
21516,57411,57650,Lommerange,915888,6918552
21517,57412,57050,Longeville-lès-metz,928438,6895660
21518,57413,57740,Longeville-lès-st-avold,964906,6897222
21519,57414,57790,Lorquin,994420,6848551
21520,57416,57420,Lorry-mardigny,925398,6879959
21521,57417,57670,Lostroff,982412,6867992
21522,57418,57670,Loudrefing,983878,6868064
21523,57419,57510,Loupershouse,986274,6893791
21524,57420,57220,Loutremange,951633,6899967
21525,57421,57720,Loutzviller,1019403,6903330
21526,57422,57420,Louvigny,932757,6879137
21527,57423,57170,Lubécourt,958222,6866862
21528,57424,57590,Lucy,954068,6877809
21529,57425,57580,Luppy,945146,6880763
21530,57426,57144,Luttange,941596,6912897
21531,57427,57820,Lutzelbourg,1012445,6856174
21532,57428,57730,Macheren,975222,6895479
21533,57430,57380,Mainvillers,958111,6885781
21534,57431,57530,Maizeroy,948324,6892030
21535,57432,57530,Maizery,943120,6894035
21536,57433,57210,Maizières-lès-metz,929454,6906832
21537,57434,57810,Maizières-lès-vic,977238,6853271
21538,57435,57860,Malancourt-la-montagne,923629,6906603
21539,57436,57590,Malaucourt-sur-seille,947320,6864160
21540,57437,57480,Malling,939444,6929508
21541,57438,57640,Malroy,933274,6902533
21542,57439,57480,Manderen,948726,6933245
21543,57440,57590,Manhoué,945853,6864098
21544,57441,57100,Manom,930966,6923593
21545,57442,57380,Many,957479,6883526
21546,57443,57159,Marange-silvange,925813,6906688
21547,57444,57690,Marange-zondrange,957613,6896891
21548,57445,57420,Marieulles,926774,6882238
21549,57448,57630,Marsal,964340,6861573
21550,57449,57530,Marsilly,940931,6893943
21551,57450,57700,Marspich,923880,6918858
21552,57451,57340,Marthille,961536,6874803
21553,57452,57140,La Maxe,933319,6901422
21554,57453,57660,Maxstadt,977678,6890030
21555,57454,57245,Mécleuves,938973,6888296
21556,57455,57220,Mégange,949837,6907682
21557,57456,57960,Meisenthal,1018320,6883220
21558,57457,57320,Menskirch,948628,6918764
21559,57458,57800,Merlebach,977142,6901139
21560,57459,57480,Merschweiller,947905,6935436
21561,57460,57550,Merten,967151,6911801
21562,57461,57560,Métairies-st-quirin,996853,6844222
21563,57462,57370,Metting,1009707,6866048
21564,57463,57050,Metz,931312,6896888
21565,57464,57920,Metzeresche,941456,6916231
21566,57465,57940,Metzervisse,938456,6918332
21567,57466,57980,Metzing,989810,6896195
21568,57467,57070,Mey,935687,6897066
21569,57468,57370,Mittelbronn,1010004,6860496
21570,57469,57930,Mittersheim,988165,6870502
21571,57470,57670,Molring,980052,6871217
21572,57471,57220,Momerstroff,957365,6902447
21573,57472,57420,Moncheux,945382,6875208
21574,57473,57810,Moncourt,966950,6852789
21575,57474,57300,Mondelange,930687,6912448
21576,57476,57920,Monneren,947031,6922036
21577,57477,57410,Montbronn,1016066,6884210
21578,57478,57670,Montdidier,979783,6876771
21579,57479,57480,Montenach,945245,6929754
21580,57480,57158,Montigny-lès-metz,929986,6893496
21581,57481,57860,Montois-la-montagne,919989,6906462
21582,57483,57340,Morhange,965928,6875003
21583,57484,57600,Morsbach,982135,6903609
21584,57485,57170,Morville-lès-vic,960571,6863629
21585,57486,57590,Morville-sur-nied,951141,6877681
21586,57487,57160,Moulins-lès-metz,926337,6893351
21587,57489,57620,Mouterhouse,1025567,6884738
21588,57490,57630,Moyenvic,960771,6859185
21589,57491,57250,Moyeuvre-grande,920589,6909825
21590,57492,57250,Moyeuvre-petite,919776,6912020
21591,57493,57260,Mulcey,969477,6861810
21592,57494,57670,Munster,985693,6875946
21593,57495,57220,Narbéfontaine,959022,6898068
21594,57496,57670,Nébing,979945,6873439
21595,57497,57670,Nelling,983224,6881392
21596,57498,57700,Neufchef,919563,6917578
21597,57499,57910,Neufgrange,997276,6893234
21598,57500,57830,Neufmoulins,992157,6849550
21599,57501,57670,Neufvillage,976856,6876630
21600,57504,57560,Niderhoff,996117,6844185
21601,57505,57116,Niderviller,1002954,6854557
21602,57506,57930,Niederstinzel,995491,6870872
21603,57507,57220,Niedervisse,960279,6902578
21604,57508,57240,Nilvange,921615,6920997
21605,57509,57790,Nitting,996626,6848664
21606,57510,57117,Noisseville,939334,6897216
21607,57511,57140,Norroy-le-veneur,925988,6902242
21608,57512,57117,Nouilly,938604,6897186
21609,57513,57720,Nousseviller-lès-bitche,1018982,6897737
21610,57514,57990,Nousseviller-st-nabor,989698,6898416
21611,57515,57680,Novéant-sur-moselle,922989,6885430
21612,57516,57320,Oberdorff,961958,6913789
21613,57517,57720,Obergailbach,1007925,6899362
21614,57518,57930,Oberstinzel,995888,6863099
21615,57519,57220,Obervisse,961109,6900389
21616,57520,57170,Obreck,962621,6867060
21617,57521,57600,Oeting,985777,6903788
21618,57522,57100,Oeutrange,925027,6926697
21619,57523,57530,Ogy,942391,6894004
21620,57524,57810,Ommeray,970625,6852959
21621,57525,57590,Oriocourt,950795,6868762
21622,57526,57720,Ormersviller,1015882,6900907
21623,57527,57420,Orny,937649,6884902
21624,57528,57590,Oron,955045,6872287
21625,57529,57840,Ottange,919821,6929835
21626,57531,57110,Oudrenne,941082,6925123
21627,57532,57420,Pagny-lès-goin,935683,6879256
21628,57533,57530,Pange,946134,6891936
21629,57534,57245,Peltre,935915,6891509
21630,57535,57410,Petit-réderching,1014180,6891903
21631,57536,57660,Petit-tenquin,983170,6882503
21632,57537,57540,Petite-rosselle,979059,6906799
21633,57538,57170,Pettoncourt,951228,6858764
21634,57539,57340,Pévange,965298,6872748
21635,57540,57370,Phalsbourg,1013673,6860694
21636,57541,57230,Philippsbourg,1034337,6885240
21637,57542,57220,Piblange,948965,6910984
21638,57543,57120,Pierrevillers,925813,6906688
21639,57545,57050,Plappeville,927665,6896743
21640,57546,57140,Plesnois,926032,6901131
21641,57547,57420,Pommérieux,931892,6882442
21642,57548,57420,Pontoy,939842,6884993
21643,57549,57380,Pontpierre,966724,6889513
21644,57550,57890,Porcelette,966211,6900623
21645,57551,57930,Postroff,999269,6868839
21646,57552,57420,Pouilly,932399,6888027
21647,57553,57420,Pournoy-la-chétive,930341,6884605
21648,57554,57420,Pournoy-la-grasse,935457,6884812
21649,57555,57590,Prévocourt,951286,6874348
21650,57557,57570,Puttelange-lès-thionville,936992,6936088
21651,57558,57170,Puttigny,960422,6866961
21652,57559,57590,Puzieux,946988,6871937
21653,57560,57340,Racrange,968857,6875139
21654,57561,57410,Rahling,1008756,6883814
21655,57562,57700,Ranguevaux,921829,6915439
21656,57563,57530,Raville,954163,6892285
21657,57564,57810,Réchicourt-le-château,983388,6848003
21658,57565,57390,Rédange,911638,6935093
21659,57566,57444,Réding,1001312,6857811
21660,57567,57320,Rémelfang,956141,6913527
21661,57568,57200,Rémelfing,997833,6896604
21662,57569,57480,Rémeling,952595,6927846
21663,57571,57510,Rémering-lès-puttelange,987280,6888273
21664,57572,57580,Rémilly,948611,6885364
21665,57573,57670,Réning,981870,6879099
21666,57574,57570,Basse-rentgen,931922,6935880
21667,57575,57117,Retonfey,940792,6897277
21668,57576,57480,Rettel,941479,6932934
21669,57577,57230,Reyersviller,1021603,6890085
21670,57578,57130,Rezonville,919040,6893069
21671,57579,57810,Rhodes,986626,6857067
21672,57580,57340,Riche,965400,6870526
21673,57581,57510,Richeling,990201,6888419
21674,57582,57270,Richemont,930642,6913559
21675,57583,57830,Richeval,988757,6843814
21676,57584,57136,Rimling,1011690,6897337
21677,57585,57480,Ritzing,951723,6931148
21678,57586,57840,Rochonvillers,919138,6928695
21679,57587,57340,Rodalbe,969692,6872951
21680,57588,57570,Rodemack,934141,6934857
21681,57589,57410,Rohrbach-lès-bitche,1011990,6891785
21682,57590,57720,Rolbing,1024377,6905836
21683,57591,57120,Rombas,924227,6909966
21684,57592,57930,Romelfing,994985,6866393
21685,57594,57230,Roppeviller,1028461,6898270
21686,57595,57260,Rorbach-lès-dieuze,981054,6865700
21687,57596,57800,Rosbruck,980678,6903537
21688,57597,57780,Rosselange,923413,6912160
21689,57598,57520,Rouhling,991829,6899638
21690,57599,57220,Roupeldange,952847,6905587
21691,57600,57330,Roussy-le-village,929883,6932457
21692,57601,57160,Rozérieulles,924878,6893294
21693,57602,57310,Rurange-lès-thionville,935005,6913736
21694,57603,57390,Russange,913812,6935174
21695,57604,57480,Rustroff,944473,6930834
21696,57606,57500,St-avold,970115,6895237
21697,57608,57220,Saint-bernard,946055,6910859
21698,57609,57580,St-epvre,952508,6879967
21699,57611,57830,St-georges,989271,6848293
21700,57612,57640,St-hubert,942511,6908482
21701,57613,57930,St-jean-de-bassel,992220,6862912
21702,57614,57370,St-jean-kourtzerode,1007186,6858120
21703,57615,57510,St-jean-rohrbach,983628,6888092
21704,57616,57070,St-julien-lès-metz,933499,6896976
21705,57617,57420,St-jure,935865,6874812
21706,57618,57820,St-louis,1007362,6854789
21707,57619,57620,St-louis-lès-bitche,1018258,6884331
21708,57620,57118,Ste-marie-aux-chênes,918617,6904184
21709,57621,57260,St-médard,966439,6863895
21710,57622,57124,St-privat-la-montagne,922345,6902100
21711,57623,57560,St-quirin,999854,6843263
21712,57624,57130,Ste-ruffine,926337,6893351
21713,57625,57170,Salonnes,957101,6859021
21714,57626,57640,Sanry-lès-vigy,939103,6902772
21715,57627,57530,Sanry-sur-nied,944816,6888541
21716,57628,57430,Sarralbe,994023,6885272
21717,57629,57400,Sarraltroff,997470,6860953
21718,57630,57400,Sarrebourg,997755,6855401
21719,57631,57200,Sarreguemines,995645,6896491
21720,57633,57115,Sarreinsming,999407,6894458
21721,57634,57140,Saulny,926032,6901131
21722,57635,57370,Schalbach,1006774,6865892
21723,57636,57410,Schmittviller,1005715,6885880
21724,57637,57400,Schneckenbusch,1000130,6852183
21725,57638,57350,Schoeneck,985501,6909343
21726,57639,57230,Schorbach,1022752,6895719
21727,57640,57320,Schwerdorff,960000,6924836
21728,57641,57720,Schweyen,1020736,6905632
21729,57642,57160,Scy-chazelles,927709,6895631
21730,57643,57420,Secourt,940165,6877215
21731,57644,57450,Seingbouse,979491,6897912
21732,57645,57210,Semécourt,928174,6902329
21733,57647,57290,Serémange-erzange,923924,6917747
21734,57648,57530,Servigny-lès-raville,951973,6892189
21735,57649,57640,Servigny-lès-ste-barbe,939241,6899438
21736,57650,57480,Sierck-les-bains,943023,6930773
21737,57651,57410,Siersthal,1017952,6889883
21738,57652,57420,Sillegny,931981,6880219
21739,57653,57420,Silly-en-saulnois,940026,6880548
21740,57654,57530,Silly-sur-nied,945944,6896381
21741,57655,57420,Solgne,941536,6879498
21742,57656,57580,Sorbey,942625,6888448
21743,57657,57170,Sotzeling,966184,6869449
21744,57658,57960,Soucht,1016857,6883140
21745,57659,57350,Spicheren,989251,6907303
21746,57660,57350,Stiring-wendel,986339,6907157
21747,57661,57230,Sturzelbronn,1034616,6893054
21748,57662,57340,Suisse,962016,6880391
21749,57663,57525,Talange,931503,6910254
21750,57664,57260,Tarquimpol,975452,6859865
21751,57665,57980,Tenteling,986782,6898270
21752,57666,57180,Terville,928877,6921282
21753,57667,57220,Téterchen,959978,6909245
21754,57668,57114,Teting-sur-nied,968185,6889580
21755,57669,57450,Théding,984540,6899273
21756,57670,57380,Thicourt,959772,6881402
21757,57671,57580,Thimonville,948946,6877586
21758,57672,57100,Thionville,930240,6923564
21759,57673,57380,Thonville,961234,6881468
21760,57674,57590,Tincry,950650,6872095
21761,57675,57670,Torcheville,982141,6873545
21762,57676,57580,Tragny,947387,6879746
21763,57677,57300,Trémery,936597,6910462
21764,57678,57710,Tressange,916321,6926361
