viReference,viCodeInsee,viCodePostal,viVille,viLambertX,viLambertY
1,1001,1400,L' Abergement-clémenciat,848174,6562933
2,1002,1640,L' Abergement-de-varey,887261,6547343
3,1003,1090,Amareins,839092,6554943
4,1004,1500,Ambérieu-en-bugey,882011,6541629
5,1005,1330,Ambérieux-en-dombes,847032,6546242
6,1006,1300,Ambléon,902099,6520038
7,1007,1500,Ambronay,881846,6547180
8,1008,1500,Ambutrix,880528,6539364
9,1009,1300,Andert-et-condon,905798,6525717
10,1010,1350,Anglefort,917744,6539464
11,1011,1100,Apremont,905040,6571248
12,1012,1110,Aranc,893450,6547536
13,1013,1230,Arandas,892251,6536388
14,1014,1100,Arbent,906242,6581289
15,1015,1300,Arbignieu,906058,6517948
16,1016,1190,Arbigny,851146,6598553
17,1017,1230,Argis,892147,6539717
18,1019,1510,Armix,900182,6531086
19,1021,1480,Ars-sur-formans,840893,6543876
20,1022,1510,Artemare,909413,6533617
21,1023,1570,Asnières-sur-saône,844480,6588393
22,1024,1340,Attignat,867067,6577863
23,1025,1380,Bâgé-la-ville,850023,6581862
24,1026,1380,Bâgé-le-châtel,848539,6579604
25,1027,1360,Balan,863008,6527763
26,1028,1990,Baneins,846711,6559565
27,1029,1270,Beaupont,874380,6591401
28,1031,1810,Bellignat,901811,6575584
29,1032,1360,Béligneux,864440,6532244
30,1033,1200,Bellegarde-sur-valserine,917805,6559468
31,1034,1300,Belley,908240,6522466
32,1035,1130,Belleydoux,913360,6575979
33,1037,1470,Bénonces,892495,6528618
34,1038,1370,Bény,875373,6583652
35,1039,1350,Béon,913444,6529312
36,1040,1340,Béréziat,857571,6587608
37,1041,1500,Bettant,883627,6539456
38,1042,1290,Bey,842591,6570575
39,1043,1700,Beynost,855247,6527561
40,1044,1200,Billiat,914834,6556029
41,1045,1330,Birieux,857233,6540942
42,1046,1290,Biziat,848756,6570723
43,1047,1150,Blyes,874585,6530303
44,1048,1250,Bohas,885140,6566166
45,1049,1120,La Boisse,857518,6529841
46,1050,1190,Boissey,853700,6588620
47,1051,1450,Bolozon,891205,6569686
48,1052,1330,Bouligneux,854713,6548654
49,1053,1000,Bourg-en-bresse,871165,6569090
50,1054,1800,Bourg-st-christophe,868287,6533460
51,1055,1100,Bouvent,902470,6578940
52,1056,1640,Boyeux-st-jérôme,891025,6550793
53,1057,1190,Boz,845963,6590650
54,1058,1300,Brégnier-cordon,904021,6508991
55,1059,1260,Brénaz,910658,6542549
56,1060,1110,Brénod,900929,6555555
57,1062,1360,Bressolles,862889,6532203
58,1064,1470,Briord,891893,6523044
59,1065,1310,Buellas,864227,6568899
60,1066,1510,La Burbanche,899406,6531061
61,1067,1430,Ceignes,893028,6560855
62,1068,1450,Cerdon,890851,6556343
63,1069,1240,Certines,875242,6561429
64,1070,1090,Cesseins,841436,6553886
65,1071,1170,Cessy,936155,6584601
66,1072,1250,Ceyzériat,878971,6565981
67,1073,1350,Ceyzérieu,911893,6529258
68,1074,1320,Chalamont,867921,6546781
69,1075,1480,Chaleins,839219,6549392
70,1076,1230,Chaley,895948,6542060
71,1077,1450,Challes,890677,6561892
72,1078,1630,Challex,929051,6568771
73,1079,1260,Champagne-en-valromey,907750,6536894
74,1080,1110,Champdor,901112,6550006
75,1081,1410,Champfromier,917408,6570566
76,1082,1420,Chanay,915107,6548260
77,1083,1990,Chaneins,842903,6557253
78,1084,1400,Chanoz-châtenay,856576,6566475
79,1085,1240,La Chapelle-du-châtelard,856890,6554264
80,1086,1260,Charancin,903764,6540094
81,1087,1130,Charix,906694,6567970
82,1088,1800,Charnoz-sur-ain,872195,6532458
83,1089,1500,Château-gaillard,878075,6543736
84,1090,1320,Châtenay,870149,6550175
85,1091,1200,Châtillon-en-michaille,914599,6562688
86,1092,1320,Châtillon-la-palud,874205,6543624
87,1093,1400,Châtillon-sur-chalaronne,852115,6559697
88,1094,1190,Chavannes-sur-reyssouze,853559,6594170
89,1095,1250,Chavannes-sur-suran,886342,6577313
90,1096,1660,Chaveyriat,859661,6566555
91,1097,1510,Chavornay,909375,6534727
92,1098,1300,Chazey-bons,908126,6525796
93,1099,1150,Chazey-sur-ain,874426,6535854
94,1100,1510,Cheignieu-la-balme,903358,6528969
95,1101,1430,Chevillard,899202,6561054
96,1102,1190,Chevroux,849858,6588523
97,1103,1170,Chevry,933250,6580043
98,1104,1200,Chézery-forens,921951,6572953
99,1105,1390,Civrieux,845696,6537324
100,1106,1250,Cize,887351,6569567
101,1107,1230,Cleyzieu,888376,6536267
102,1108,1270,Coligny,880590,6589360
103,1109,1550,Collonges,923859,6563021
104,1110,1300,Colomieu,903727,6517870
105,1111,1230,Conand,891546,6534143
106,1112,1430,Condamine,898431,6561029
107,1113,1400,Condeissiat,860461,6565466
108,1114,1200,Confort,917606,6565017
109,1115,1310,Confrançon,859399,6576547
110,1116,1300,Contrevoz,904245,6525665
111,1117,1300,Conzieu,902172,6517818
112,1118,1420,Corbonod,918399,6542821
113,1119,1110,Corcelles,899529,6551065
114,1120,1120,Cordieux,857318,6537612
115,1121,1110,Corlier,893344,6550866
116,1122,1110,Cormaranche-en-bugey,901368,6542236
117,1123,1290,Cormoranche-sur-saône,841024,6571649
118,1124,1560,Cormoz,871152,6596864
119,1125,1250,Corveissiat,891100,6573016
120,1127,1370,Courmangoux,882293,6583856
121,1128,1560,Courtes,861118,6598810
122,1129,1320,Crans,871883,6543558
123,1130,1340,Cras-sur-reyssouze,867006,6580084
124,1131,1200,Craz-en-michaille,914217,6551563
125,1133,1350,Cressin-rochefort,915230,6522707
126,1134,1620,Crottet,846284,6577328
127,1136,1290,Cruzilles-lès-mépillat,844903,6570630
128,1137,1370,Cuisiat,883163,6580549
129,1138,1350,Culoz,915694,6531613
130,1139,1560,Curciat-dongalon,864953,6598914
131,1140,1310,Curtafond,860168,6576567
132,1142,1120,Dagneux,860621,6529921
133,1143,1220,Divonne-les-bains,940548,6590331
134,1144,1380,Dommartin,853044,6584159
135,1145,1240,Dompierre-sur-veyle,870025,6554616
136,1146,1400,Dompierre-sur-chalaronne,846685,6560675
137,1147,1270,Domsure,876620,6593688
138,1148,1590,Dortan,905398,6583483
139,1149,1500,Douvres,883460,6545006
140,1150,1250,Drom,882660,6571646
141,1151,1160,Druillat,879297,6554881
142,1153,1170,Echenevex,933079,6584482
143,1154,1340,Etrez,867683,6583435
144,1155,1230,Evosges,893590,6543096
145,1156,1800,Faramans,864351,6535575
146,1157,1480,Fareins,836924,6548229
147,1158,1550,Farges,925237,6567517
148,1159,1570,Feillens,844612,6582842
149,1160,1210,Ferney-voltaire,940306,6576984
150,1161,1260,Fitignieu,906862,6540198
151,1162,1350,Flaxieu,911931,6528148
152,1163,1340,Foissiat,867560,6587876
153,1165,1090,Amareins-francheleins-cesseins,839118,6553833
154,1166,1480,Frans,837797,6543806
155,1167,1140,Garnerans,841101,6568319
156,1169,1090,Genouilleux,837447,6559349
157,1170,1460,Géovreissiat,898142,6569908
158,1171,1100,Géovreisset,900271,6575534
159,1172,1250,Germagnat,888479,6582934
160,1173,1170,Gex,936112,6585711
161,1174,1130,Giron,913438,6573759
162,1175,1190,Gorrevod,849749,6592964
163,1176,1260,Le Grand-abergement,906487,6551296
164,1177,1250,Grand-corent,887351,6569567
165,1178,1580,Granges,892641,6573065
166,1179,1290,Grièges,842513,6573906
167,1180,1220,Grilly,939955,6585862
168,1181,1810,Groissiat,900381,6572204
169,1182,1680,Groslée,899876,6516632
170,1183,1090,Guéreins,837497,6557128
171,1184,1250,Hautecourt-romanèche,886717,6565103
172,1185,1110,Hauteville-lompnes,901294,6544456
173,1186,1110,Hostias,896126,6536511
174,1187,1260,Hotonnes,907373,6547993
175,1188,1140,Illiat,845009,6566189
176,1189,1200,Injoux-génissiat,914912,6553809
177,1190,1680,Innimond,899659,6523292
178,1191,1430,Izenave,895663,6550940
179,1192,1580,Izernore,896528,6572078
180,1193,1300,Izieu,904800,6509017
181,1194,1480,Jassans-riottier,835475,6543754
182,1195,1250,Jasseron,879578,6571554
183,1196,1340,Jayat,862950,6587750
184,1197,1250,Journans,879807,6563784
185,1198,1800,Joyeux,862653,6541084
186,1199,1640,Jujurieux,887159,6550673
187,1200,1450,Labalme,891554,6558587
188,1202,1150,Lagnieu,882177,6536079
189,1203,1290,Laiz,844824,6573960
190,1204,1130,Lalleyriat,909893,6564746
191,1205,1200,Lancrans,918457,6562825
192,1206,1430,Lantenay,895592,6553160
193,1207,1330,Lapeyrouse,852503,6544155
194,1208,1350,Lavours,915113,6526037
195,1209,1200,Léaz,922437,6559635
196,1210,1410,Lélex,927011,6582030
197,1211,1240,Lent,869871,6560166
198,1212,1560,Lescheroux,865164,6591143
199,1213,1150,Leyment,878237,6538185
200,1214,1450,Leyssard,890538,6566332
201,1216,1680,Lhuis,896660,6519862
202,1217,1260,Lilignod,907561,6542444
203,1218,1260,Lochieu,910734,6540330
204,1219,1680,Lompnas,895705,6525386
205,1221,1260,Lompnieu,905164,6544585
206,1223,1800,Loyes,872782,6539140
207,1224,1360,Loyettes,870953,6521313
208,1225,1090,Lurcy,836799,6553780
209,1226,1260,Luthézieu,906975,6536868
210,1227,1300,Magnieu,911308,6523682
211,1228,1430,Maillat,896851,6562089
212,1229,1340,Malafretaz,865406,6582262
213,1230,1560,Mantenay-montlin,859730,6593219
214,1231,1570,Manziat,846097,6585099
215,1232,1851,Marboz,873066,6583586
216,1233,1680,Marchamp,898106,6523241
217,1234,1300,Marignieu,911232,6525902
218,1235,1240,Marlieux,859981,6554344
219,1236,1340,Marsonnas,859224,6583207
220,1237,1810,Martignat,900381,6572204
221,1238,1600,Massieux,841822,6537233
222,1239,1300,Massignieu-de-rives,915308,6520488
223,1240,1580,Matafelon-granges,897889,6577678
224,1241,1370,Meillonnas,881020,6574930
225,1242,1450,Mérignat,887795,6555137
226,1244,1800,Meximieux,870551,6535744
227,1245,1250,Bohas-meyriat-rignat,885275,6561726
228,1246,1660,Mézériat,856433,6572026
229,1247,1170,Mijoux,930562,6589943
230,1248,1390,Mionnay,849624,6535197
231,1250,1600,Misérieux,840893,6543876
232,1251,1280,Moëns,938679,6579143
233,1252,1140,Mogneneins,840509,6560529
234,1253,1800,Mollon,874268,6541404
235,1254,1250,Montagnat,875886,6565891
236,1255,1470,Montagnieu,891824,6525264
237,1257,1200,Montanges,915985,6567182
238,1258,1090,Montceaux,839042,6557163
239,1259,1310,Montcet,863457,6568878
240,1260,1800,Le Montellier,860388,6538802
241,1261,1390,Monthieux,849489,6540748
242,1262,1120,Montluel,859070,6529881
243,1263,1090,Montmerle-sur-saône,836774,6554890
244,1264,1310,Montracol,863516,6566658
245,1266,1340,Montrevel-en-bresse,863838,6583330
246,1268,1300,Murs-et-gélignieux,907988,6506901
247,1269,1460,Nantua,902179,6564485
248,1270,1580,Napt,892746,6569735
249,1271,1300,Nattages,915386,6518268
250,1272,1400,Neuville-les-dames,854291,6565306
251,1273,1160,Neuville-sur-ain,883127,6556106
252,1274,1130,Les Neyrolles,903025,6562291
253,1276,1120,Niévroz,860679,6527701
254,1277,1230,Nivollet-montgriffon,888103,6545147
255,1278,1200,Ochiaz,914638,6561578
256,1279,1230,Oncieu,891303,6541913
257,1280,1510,Ordonnaz,896375,6528741
258,1281,1210,Ornex,938636,6580253
259,1282,1430,Outriaz,897066,6555429
260,1283,1100,Oyonnax,905661,6575713
261,1284,1190,Ozan,847553,6588467
262,1285,1600,Parcieux,841047,6537215
263,1286,1300,Parves,913754,6520433
264,1287,1260,Passin,909185,6540277
265,1288,1630,Péron,925885,6570875
266,1289,1960,Péronnas,869685,6566826
267,1290,1800,Pérouges,869001,6535701
268,1291,1540,Perrex,852581,6571928
269,1292,1260,Le Petit-abergement,904941,6551244
270,1293,1430,Peyriat,894465,6564234
271,1295,1140,Peyzieux-sur-saône,840535,6559419
272,1296,1270,Pirajoux,876749,6589247
273,1297,1120,Pizay,861309,6533272
274,1298,1130,Plagne,910549,6568103
275,1299,1330,Le Plantay,860900,6548814
276,1300,1130,Le Poizat,908350,6564693
277,1301,1310,Polliat,864078,6574449
278,1302,1350,Pollieu,913560,6525982
279,1303,1450,Poncin,885444,6556176
280,1304,1160,Pont-d'ain,880135,6552684
281,1305,1190,Pont-de-vaux,848186,6594037
282,1306,1290,Pont-de-veyle,844771,6576181
283,1307,1460,Port,898250,6566579
284,1308,1550,Pougny,927716,6563164
285,1309,1250,Pouillat,886907,6583996
286,1310,1300,Prémeyzel,906245,6512398
287,1311,1110,Prémillieu,899334,6533281
288,1312,1370,Pressiat,883062,6583879
289,1313,1280,Prévessin-moëns,937227,6576863
290,1314,1160,Priay,876431,6547021
291,1316,1510,Pugieu,905723,6527937
292,1317,1250,Ramasse,881185,6569380
293,1318,1390,Rancé,844790,6542856
294,1319,1990,Relevant,850681,6555218
295,1320,1620,Replonges,844691,6579511
296,1321,1250,Revonnas,879742,6566004
297,1322,1600,Reyrieux,841021,6538325
298,1323,1190,Reyssouze,847418,6594018
299,1324,1250,Rignat,882893,6563876
300,1325,1800,Rignieux-le-franc,868909,6539032
301,1327,1250,Romanèche,887420,6567347
302,1328,1400,Romans,856747,6559814
303,1329,1510,Rossillon,901806,6528918
304,1330,1260,Ruffieu,906599,6547967
305,1331,1450,St-alban,889237,6558514
306,1332,1380,St-andré-de-bâgé,847769,6579585
307,1333,1390,St-andré-de-corcy,851120,6537455
308,1334,1290,St-andré-d'huiriat,847985,6570704
309,1335,1240,St-andré-le-bouchoux,860607,6559915
310,1336,1240,St-andré-sur-vieux-jonc,859748,6563225
311,1337,1190,St-bénigne,851257,6594113
312,1338,1300,St-benoît,900726,6514438
313,1340,1300,St-bois,904615,6514566
314,1341,1300,St-champ,912085,6523709
315,1343,1380,St-cyr-sur-menthon,852470,6576369
316,1344,1000,St-denis-lès-bourg,869623,6569047
317,1345,1500,St-denis-en-bugey,880463,6541584
318,1346,1340,St-didier-d'aussiat,859311,6579877
319,1347,1600,St-didier-de-formans,837872,6540475
320,1348,1140,St-didier-sur-chalaronne,840407,6564970
321,1349,1800,St-eloi,866585,6538968
322,1350,1370,St-etienne-du-bois,875533,6578102
323,1351,1140,St-etienne-sur-chalaronne,844316,6562840
324,1352,1190,St-etienne-sur-reyssouze,853644,6590840
325,1353,1600,Ste-euphémie,837822,6542695
326,1354,1630,St-genis-pouilly,932608,6576685
327,1355,1380,St-genis-sur-menthon,855521,6577557
328,1356,1400,St-georges-sur-renon,856804,6557594
329,1357,1130,St-germain-de-joux,910549,6568103
330,1358,1300,St-germain-les-paroisses,903579,6522309
331,1359,1240,St-germain-sur-renon,858407,6555414
332,1360,1630,St-jean-de-gonville,927343,6573152
333,1361,1800,St-jean-de-niost,872320,6528017
334,1362,1390,St-jean-de-thurigneux,845617,6540654
335,1364,1560,St-jean-sur-reyssouze,859020,6590979
336,1365,1290,St-jean-sur-veyle,847904,6574034
337,1366,1150,Ste-julie,876816,6533700
338,1367,1560,St-julien-sur-reyssouze,862860,6591080
339,1368,1540,St-julien-sur-veyle,850352,6568540
340,1370,1620,St-laurent-sur-saône,840844,6579421
341,1372,1510,St-martin-de-bavel,907938,6531345
342,1373,1430,St-martin-du-frêne,896851,6562089
343,1374,1160,St-martin-du-mont,879971,6558234
344,1375,1310,St-martin-le-châtel,863218,6577759
345,1376,1700,St-maurice-de-beynost,852919,6527502
346,1378,1800,St-maurice-de-gourdans,870799,6526864
347,1379,1500,St-maurice-de-rémens,876591,6541471
348,1380,1560,St-nizier-le-bouchoux,865013,6596693
349,1381,1320,St-nizier-le-désert,866223,6552289
350,1382,1330,Ste-olive,849299,6548519
351,1383,1240,St-paul-de-varax,864527,6557798
352,1384,1230,St-rambert-en-bugey,888206,6541817
353,1385,1310,St-rémy,867372,6566762
354,1386,1150,St-sorlin-en-bugey,883793,6533906
355,1388,1560,St-trivier-de-courtes,859583,6598770
356,1389,1990,St-trivier-sur-moignans,846845,6554014
357,1390,1150,St-vulbas,876976,6528150
358,1391,1270,Salavre,880623,6588250
359,1392,1580,Samognat,898731,6575483
360,1393,1400,Sandrans,853027,6554166
361,1396,1150,Sault-brénaz,887772,6530693
362,1397,1220,Sauverny,939999,6584752
363,1398,1480,Savigneux,843163,6546151
364,1399,1170,Ségny,937010,6582412
365,1400,1470,Seillonnaz,892600,6525288
366,1401,1630,Sergy,931068,6576626
367,1402,1190,Sermoyer,851829,6601903
368,1404,1450,Serrières-sur-ain,889065,6564064
369,1405,1240,Servas,867524,6561212
370,1406,1560,Servignat,858933,6594309
371,1408,1250,Simandre-sur-suran,886512,6571763
372,1409,1260,Songieu,909034,6544716
373,1410,1580,Sonthonnax-la-montagne,894952,6573139
374,1411,1150,Souclin,887703,6532913
375,1412,1400,Sulignat,851977,6565248
376,1413,1420,Surjoux,916576,6550535
377,1414,1260,Sutrieu,905239,6542365
378,1415,1510,Talissieu,910964,6533671
379,1416,1230,Tenay,893731,6538656
380,1417,1110,Thézillieu,901624,6534467
381,1418,1120,Thil,856828,6526490
382,1420,1140,Thoissey,838864,6564935
383,1421,1230,Torcieu,885984,6538416
384,1422,1250,Tossiat,879101,6561541
385,1423,1600,Toussieux,841693,6542784
386,1424,1390,Tramoyes,852808,6531943
387,1425,1160,La Tranclière,875274,6560319
388,1427,1600,Trévoux,837148,6538237
389,1428,1140,Valeins,844395,6559509
390,1429,1660,Vandeins,860315,6571016
391,1430,1160,Varambon,879427,6550441
392,1431,1150,Vaux-en-bugey,882110,6538299
393,1432,1270,Verjon,880690,6586030
394,1433,1560,Vernoux,862622,6599962
395,1434,1330,Versailleux,862565,6544414
396,1436,1170,Vesancy,936794,6587960
397,1437,1560,Vescours,855748,6598670
398,1439,1570,Vésines,843790,6585044
399,1440,1100,Veyziat,902470,6578940
400,1441,1430,Vieu-d'izenave,895486,6556489
401,1442,1260,Vieu,907750,6536894
402,1443,1330,Villars-les-dombes,856316,6546473
403,1444,1150,Villebois,888547,6530717
404,1445,1270,Villemotier,878383,6585962
405,1447,1250,Villereversure,883564,6567229
406,1448,1200,Villes,914795,6557139
407,1451,1440,Viriat,871009,6574640
408,1452,1510,Virieu-le-grand,905611,6531266
409,1453,1260,Virieu-le-petit,910849,6537000
410,1454,1300,Virignin,911538,6517023
411,1455,1460,Volognat,894359,6567564
412,1456,1350,Vongnes,911155,6528121
413,1457,1540,Vonnas,854150,6570857
414,1458,1200,Vouvray,914638,6561578
415,1909,1360,La Valbonne,865276,6530045
416,1910,1120,Chânes,866827,6530087
417,1911,1800,Marfoz,866737,6533417
418,1912,1700,Le Mas Rillier,851367,6527464
419,2001,2300,Abbécourt,713018,6944547
420,2002,2800,Achery,727441,6953501
421,2003,2200,Acy,730524,6916797
422,2004,2340,Agnicourt-et-séchelles,768547,6958299
423,2005,2190,Aguilcourt,770428,6922711
424,2006,2110,Aisonville-et-bernoville,738086,6981389
425,2007,2820,Aizelles,759445,6931488
426,2009,2240,Alaincourt,726682,6961288
427,2010,2320,Allemant,732629,6930160
428,2011,2290,Ambleny,713074,6920069
429,2012,2200,Ambrief,729088,6913453
430,2013,2190,Amifontaine,766694,6931568
431,2014,2700,Amigny-rouy,721697,6944573
432,2015,2600,Ancienville,716029,6902277
433,2016,2800,Andelain,726745,6947933
434,2017,2800,Anguilcourt-le-sart,731051,6953520
435,2018,2320,Anizy-le-château,732610,6933498
436,2019,2480,Annois,712266,6957900
437,2020,2500,Any-martin-rieux,787753,6976373
438,2021,2360,Archon,780781,6960686
439,2022,2130,Arcy-ste-restitue,734225,6905694
440,2023,2210,Armentières-sur-ourcq,727708,6897872
441,2024,2860,Arrancy,754370,6931438
442,2025,2480,Artemps,712975,6963466
443,2026,2330,Artonges,740298,6870142
444,2027,2270,Assis-sur-serre,741161,6953584
445,2028,2840,Athies-sous-laon,749210,6941406
446,2029,2490,Attilly,712235,6972369
447,2030,2420,Aubencheul-aux-bois,719364,6992428
448,2031,2500,Aubenton,786399,6970786
449,2032,2590,Aubigny-aux-kaisnes,708648,6964571
450,2033,2820,Aubigny-en-laonnois,757972,6933699
451,2034,2300,Audignicourt,709424,6931187
452,2035,2120,Audigny,746782,6972549
453,2036,2220,Augy,737807,6914616
454,2037,2000,Aulnois-sous-laon,743378,6946923
455,2038,2360,Les Autels,788663,6964142
456,2039,2250,Autremencourt,757747,6955953
457,2040,2580,Autreppes,761116,6978251
458,2041,2300,Autreville,716641,6942331
459,2042,2400,Azy-sur-marne,727073,6877850
460,2043,2290,Bagneux,720302,6930103
461,2044,2140,Bancigny,773483,6967265
462,2045,2160,Barbonval,748694,6916923
463,2046,2000,Barenton-bugny,746984,6948064
464,2047,2000,Barenton-cel,745520,6950278
465,2048,2270,Barenton-sur-serre,749114,6952534
466,2050,2170,Barzy-en-thiérache,753789,6992650
467,2051,2850,Barzy-sur-marne,740182,6886823
468,2052,2380,Bassoles-aulers,727521,6936809
469,2053,2330,Baulne-en-brie,745383,6875740
470,2055,2500,Beaumé,782799,6970733
471,2056,2300,Beaumont-en-beine,709384,6955669
472,2057,2110,Beaurevoir,721528,6989095
473,2058,2160,Beaurieux,753003,6922524
474,2059,2800,Beautor,723844,6950146
475,2060,2590,Beauvois-en-vermandois,707201,6969021
476,2062,2400,Belleau,721909,6888949
477,2063,2420,Bellenglise,717968,6980177
478,2064,2200,Belleu,723974,6918991
479,2065,2420,Bellicourt,716521,6983512
480,2066,2440,Benay,723076,6961272
481,2067,2450,Bergues-sur-sambre,751637,6992630
482,2069,2340,Berlise,780892,6952896
483,2070,2120,Bernot,735972,6974696
484,2071,2290,Berny-rivière,710887,6924514
485,2072,2820,Berrieux,761620,6931511
486,2073,2190,Berry-au-bac,765346,6922651
487,2074,2800,Bertaucourt-epourdon,727473,6946824
488,2075,2240,Berthenicourt,727392,6963518
489,2076,2190,Bertricourt,772634,6920514
490,2077,2200,Berzy-le-sec,723266,6914539
491,2078,2300,Besmé,712312,6936756
492,2079,2500,Besmont,780639,6970702
493,2080,2870,Besny-et-loizy,741948,6944686
494,2081,2300,Béthancourt-en-vaux,710844,6946768
495,2082,2210,Beugneux,730595,6903449
496,2083,2130,Beuvardes,735020,6894575
497,2084,2310,Bézu-le-guéry,716823,6880035
498,2085,2400,Bézu-st-germain,729212,6888982
499,2086,2300,Bichancourt,715918,6942329
500,2087,2290,Bieuxy,719585,6927875
501,2088,2860,Bièvres,752175,6933643
502,2089,2200,Billy-sur-aisne,727607,6919008
503,2090,2210,Billy-sur-ourcq,721858,6902296
504,2091,2160,Blanzy-lès-fismes,748713,6914698
505,2093,2300,Blérancourt,710865,6935641
506,2094,2400,Blesmes,732908,6881216
507,2095,2110,Bohain-en-vermandois,732305,6986920
508,2096,2270,Bois-lès-pargny,746901,6958080
509,2097,2350,Boncourt,768681,6947171
510,2098,2400,Bonneil,725610,6877843
511,2099,2400,Bonnesvalyn,723360,6891179
512,2100,2420,Bony,715793,6986850
513,2101,2250,Bosmont-sur-serre,762763,6959345
514,2103,2450,Boué,750213,6991504
515,2104,2160,Bouffignereux,761751,6919274
516,2105,2400,Bouresches,721921,6885613
517,2106,2160,Bourg-et-comin,747194,6922473
518,2107,2300,Bourguignon-sous-coucy,712307,6938982
519,2109,2140,La Bouteille,769785,6975011
520,2110,2220,Braine,738534,6914621
521,2111,2320,Brancourt-en-laonnois,730424,6935711
522,2112,2110,Brancourt-le-grand,727285,6985780
523,2113,2130,Branges,736395,6907932
524,2114,2400,Brasles,731433,6883432
525,2115,2000,Braye-en-laonnois,744990,6925793
526,2116,2140,Braye-en-thiérache,769908,6964994
527,2117,2480,Bray-st-christophe,710813,6963462
528,2118,2880,Braye,726849,6925679
529,2119,2210,Brécy,731372,6894554
530,2120,2220,Brenelle,738504,6919071
531,2121,2210,Breny,725521,6897862
532,2123,2240,Brissay-choigny,726698,6957949
533,2125,2810,Brumetz,710954,6888918
534,2126,2360,Brunehamel,785059,6964087
535,2127,2130,Bruyères-sur-fère,731354,6897891
536,2128,2860,Bruyères-et-montbérault,748533,6935836
537,2129,2220,Bruys,741490,6907967
538,2130,2500,Bucilly,777683,6976227
539,2131,2880,Bucy-le-long,727591,6922345
540,2132,2870,Bucy-lès-cerny,737624,6942431
541,2133,2350,Bucy-lès-pierrepont,765029,6950467
542,2134,2500,Buire,775496,6978424
543,2135,2620,Buironfosse,759597,6986028
544,2136,2140,Burelles,764864,6964934
545,2137,2810,Bussiares,718264,6886712
546,2138,2200,Buzancy,725452,6913435
547,2139,2300,Caillouël-crépigny,710844,6946768
548,2142,2680,Castres,716570,6966815
549,2143,2420,Le Catelet,717940,6989083
550,2144,2490,Caulaincourt,707194,6974587
551,2145,2300,Caumont,713013,6946773
552,2146,2330,Celles-lès-condé,741691,6880161
553,2148,2370,Celles-sur-aisne,734838,6924610
554,2149,2240,Cerizy,723797,6961275
555,2150,2860,Cerny-en-laonnois,748599,6928048
556,2151,2870,Cerny-lès-bucy,738347,6942435
557,2152,2220,Cerseuil,737807,6914616
558,2153,2320,Cessières,734736,6941300
559,2154,2200,Chacrise,729099,6911228
560,2155,2000,Chaillevois,737668,6935754
561,2156,2270,Chalandry,745494,6953617
562,2157,2000,Chambry,747011,6944726
563,2158,2860,Chamouille,748580,6930273
564,2159,2670,Champs,718106,6936772
565,2160,2340,Chaourse,772183,6956118
566,2161,2330,La Chapelle-monthodon,746079,6880194
567,2162,2570,La Chapelle-sur-chézy,727831,6872293
568,2164,2850,Le Charmel,740151,6891272
569,2165,2800,Charmes,727457,6950162
570,2166,2400,Chartèves,736529,6886799
571,2167,2370,Chassemy,736318,6920169
572,2168,2400,Château-thierry,729240,6883421
573,2169,2270,Châtillon-lès-sons,749037,6961437
574,2170,2240,Châtillon-sur-oise,728829,6964638
575,2171,2160,Chaudardes,756655,6920334
576,2172,2200,Chaudun,719634,6913412
577,2173,2300,Chauny,715905,6946780
578,2174,2000,Chavignon,737697,6931304
579,2175,2880,Chavigny,721769,6925658
580,2176,2370,Chavonne,741386,6922428
581,2177,2860,Chérêt,749258,6935842
582,2178,2860,Chermizy-ailles,752931,6930312
583,2179,2220,Chéry-chartreuve,745130,6907994
584,2180,2000,Chéry-lès-pouilly,743353,6950261
585,2181,2360,Chéry-lès-rozoy,777927,6958420
586,2182,2250,Chevennes,752571,6969260
587,2183,2000,Chevregny,742055,6930221
588,2184,2270,Chevresis-monceau,741105,6961374
589,2185,2810,Chézy-en-orxois,713137,6892259
590,2186,2570,Chézy-sur-marne,727083,6875625
591,2187,2400,Chierry,731445,6881208
592,2188,2120,Chigny,755343,6980418
593,2189,2350,Chivres-en-laonnois,761440,6948201
594,2190,2880,Chivres-val,731221,6922364
595,2191,2000,Chivy-lès-etouvelles,742014,6935785
596,2192,2210,Chouy,718222,6900059
597,2193,2130,Cierges,743758,6896860
598,2194,2250,Cilly,759877,6959314
599,2195,2220,Ciry-salsogne,734145,6919043
600,2196,2000,Clacy-et-thierret,741265,6939117
601,2197,2260,Clairfontaine,770353,6987264
602,2198,2880,Clamecy,726849,6925679
603,2199,2440,Clastres,716592,6959024
604,2200,2340,Clermont-les-fermes,768614,6952735
605,2201,2600,Coeuvres-et-valsery,710906,6914502
606,2202,2130,Cohan,747359,6902450
607,2203,2210,Coincy,730631,6896775
608,2204,2360,Coingt,777836,6965097
609,2205,2860,Colligis-crandelain,747121,6931374
610,2206,2120,Colonfay,750381,6972579
611,2207,2300,Commenchon,712288,6947884
612,2208,2160,Concevreux,756655,6920334
613,2209,2330,Condé-en-brie,740244,6877926
614,2210,2370,Condé-sur-aisne,732673,6922372
615,2211,2190,Condé-sur-suippe,768949,6924919
616,2212,2700,Condren,720243,6946794
617,2213,2330,Connigis,738758,6881253
618,2214,2680,Contescourt,716570,6966815
619,2215,2820,Corbeny,759456,6930376
620,2216,2600,Corcy,716020,6905614
